0.5,0.019,0.003,0.28
1.0,0.037,0.010,0.48
1.5,0.053,0.019,0.57
2.0,0.068,0.030,0.65
2.5,0.083,0.042,0.69
3.0,0.098,0.054,0.67
3.5,0.113,0.066,0.61
4.0,0.130,0.076,0.52
4.5,0.147,0.085,0.39
5.0,0.165,0.091,0.32
5.5,0.184,0.097,0.27
6.0,0.202,0.101,0.25
6.5,0.221,0.106,0.23
7.0,0.240,0.110,0.23
7.5,0.258,0.115,0.23
8.0,0.277,0.119,0.23
8.5,0.294,0.124,0.31
9.0,0.312,0.131,0.40
9.5,0.330,0.139,0.48
10.0,0.347,0.149,0.63
10.5,0.361,0.161,0.76
11.0,0.374,0.174,0.86
11.5,0.386,0.190,0.94
12.0,0.396,0.205,1.00
12.5,0.406,0.223,1.11
13.0,0.414,0.240,1.19
13.5,0.421,0.257,1.24
14.0,0.426,0.276,1.32
14.5,0.430,0.295,1.39
15.0,0.433,0.313,1.44
15.5,0.436,0.333,1.47
16.0,0.437,0.351,1.50
16.5,0.438,0.372,1.53
17.0,0.439,0.390,1.55
17.5,0.439,0.411,1.56
18.0,0.440,0.429,1.52
18.5,0.441,0.447,1.49
19.0,0.442,0.461,1.47
19.5,0.443,0.471,1.45
20.0,0.443,0.471,1.45
20.5,0.443,0.471,1.45
21.0,0.443,0.471,1.45
21.5,0.443,0.471,1.45
22.0,0.443,0.471,1.45
22.5,0.443,0.471,1.45
23.0,0.443,0.471,1.45
23.5,0.443,0.471,1.45
24.0,0.443,0.471,1.45
24.5,0.443,0.471,1.45
25.0,0.443,0.471,1.45
