0.5,0.008,0.000,0.00
1.0,0.025,0.000,0.00
1.5,0.043,0.000,0.00
2.0,0.061,0.000,0.00
2.5,0.079,0.000,0.00
3.0,0.097,0.000,0.00
3.5,0.115,-0.000,-0.02
4.0,0.136,-0.001,-0.08
4.5,0.154,-0.003,-0.15
5.0,0.169,-0.006,-0.21
5.5,0.188,-0.011,-0.36
6.0,0.203,-0.018,-0.53
6.5,0.218,-0.029,-0.73
7.0,0.229,-0.042,-0.98
7.5,0.238,-0.058,-1.15
8.0,0.244,-0.074,-1.33
8.5,0.247,-0.091,-1.44
9.0,0.248,-0.108,-1.55
9.5,0.248,-0.126,-1.59
10.0,0.248,-0.143,-1.62
10.5,0.247,-0.157,-1.64
11.0,0.246,-0.165,-1.66
11.5,0.245,-0.172,-1.63
12.0,0.245,-0.172,-1.20
12.5,0.245,-0.172,-0.89
13.0,0.245,-0.172,-0.65
13.5,0.245,-0.172,-0.51
14.0,0.245,-0.172,-0.37
14.5,0.245,-0.172,-0.27
15.0,0.245,-0.172,-0.24
15.5,0.245,-0.172,-0.24
16.0,0.245,-0.172,-0.24
16.5,0.245,-0.172,-0.24
17.0,0.245,-0.172,-0.24
17.5,0.245,-0.172,-0.24
18.0,0.245,-0.172,-0.24
18.5,0.245,-0.172,-0.24
