0.5,0.005,0.000,0.00
1.0,0.025,0.000,0.00
1.5,0.043,0.000,0.00
2.0,0.061,0.000,0.00
2.5,0.078,0.000,0.00
3.0,0.096,0.000,0.00
3.5,0.114,-0.000,-0.03
4.0,0.132,-0.001,-0.06
4.5,0.151,-0.002,-0.11
5.0,0.169,-0.005,-0.18
5.5,0.186,-0.009,-0.32
6.0,0.201,-0.016,-0.51
6.5,0.218,-0.028,-0.76
7.0,0.229,-0.041,-0.98
7.5,0.237,-0.057,-1.19
8.0,0.243,-0.074,-1.34
8.5,0.245,-0.091,-1.46
9.0,0.247,-0.108,-1.54
9.5,0.247,-0.129,-1.59
10.0,0.246,-0.145,-1.62
10.5,0.245,-0.157,-1.64
11.0,0.245,-0.166,-1.66
11.5,0.244,-0.172,-1.56
12.0,0.244,-0.172,-1.16
12.5,0.244,-0.172,-0.86
13.0,0.244,-0.172,-0.63
13.5,0.244,-0.172,-0.47
14.0,0.244,-0.172,-0.34
14.5,0.244,-0.172,-0.27
15.0,0.244,-0.172,-0.22
15.5,0.244,-0.172,-0.22
16.0,0.244,-0.172,-0.22
16.5,0.244,-0.172,-0.22
