0.5,0.002,0.000,0.00
1.0,0.021,0.000,0.00
1.5,0.038,0.000,0.00
2.0,0.056,0.000,0.00
2.5,0.075,0.000,0.00
3.0,0.092,0.000,0.00
3.5,0.112,-0.000,-0.01
4.0,0.129,-0.000,-0.04
4.5,0.147,-0.002,-0.13
5.0,0.165,-0.005,-0.20
5.5,0.181,-0.009,-0.29
6.0,0.198,-0.015,-0.46
6.5,0.213,-0.025,-0.65
7.0,0.226,-0.037,-0.89
7.5,0.235,-0.052,-1.12
8.0,0.242,-0.069,-1.30
8.5,0.245,-0.087,-1.43
9.0,0.247,-0.105,-1.53
9.5,0.247,-0.123,-1.59
10.0,0.247,-0.140,-1.61
10.5,0.246,-0.154,-1.63
11.0,0.245,-0.164,-1.65
11.5,0.245,-0.171,-1.68
12.0,0.245,-0.172,-1.30
12.5,0.245,-0.172,-0.96
13.0,0.245,-0.172,-0.72
13.5,0.245,-0.172,-0.52
14.0,0.244,-0.172,-0.38
14.5,0.245,-0.172,-0.28
15.0,0.245,-0.172,-0.22
15.5,0.245,-0.172,-0.22
16.0,0.245,-0.172,-0.22
16.5,0.245,-0.172,-0.22
17.0,0.245,-0.172,-0.22
